,entity,tag
1216,Palace,I-PER
1217,snake,B-PER
1218,oil,I-PER
1219,Nice,B-LOC
1220,gig,I-LOC
1221,soon,B-PER
1222,Count,I-PER
1223,North,B-PER
1224,Korea,I-PER
1225,North,B-LOC
1226,East,B-PER
1227,Asia,I-PER
1228,Eun,B-PER
1229,Handlers,I-PER
1230,China,B-PER
1231,Tibet,I-PER
1232,meSeriously,B-LOC
1233,ban,I-LOC
1234,McGuinty,B-PER
1235,Premier,I-PER
1236,law,B-PER
1237,ELECTION,I-PER
1238,next,B-PER
1239,Greece,I-PER
1240,time,B-PER
1241,Earth,I-PER
1242,pay,B-PER
1243,way,I-PER
1244,many,B-PER
1245,Europe,I-PER
1246,value,B-PER
1247,Clear,I-PER
1248,Party,B-PER
1249,Canadasarcasm,I-PER
1250,Grow,B-PER
1251,shut,I-PER
1252,stand,B-ORG
1253,WylieOne,I-ORG
1254,disagree,I-ORG
1255,Rights,B-ORG
1256,Freedoms,I-ORG
1257,Canada,I-ORG
1258,Dickie,B-PER
1259,Boy,I-PER
1260,Magnottas,B-PER
1261,Rizuttos,I-PER
1262,Good,B-PER
1263,Kenney,I-PER
1264,Libertarian,B-PER
1265,ideal,I-PER
1266,year,B-MISC
1267,speak,I-MISC
1268,Queens,I-MISC
1269,English,I-MISC
1270,North,B-PER
1271,Africa,I-PER
1272,upBIG,B-LOC
1273,TIME,I-LOC
1274,ROC,B-LOC
1275,Ive,B-LOC
1276,Canada,I-LOC
1277,salad,B-PER
1278,soup,I-PER
1279,Harper,B-PER
1280,Government,I-PER
1281,simply,B-PER
1282,alone,I-PER
1283,Globe,B-PER
1284,Mail,I-PER
1285,hell,B-PER
1286,talk,I-PER
1287,material,B-PER
1288,Blue,I-PER
1289,CBC,B-ORG
1290,Sure,B-ORG
1291,Justin,I-ORG
1292,Trudeau,I-ORG
1293,sons,B-LOC
1294,anytime,B-PER
1295,soon,I-PER
1296,Good,B-PER
1297,Globe,I-PER
1298,sake,B-PER
1299,Grow,I-PER
1300,Canada,B-PER
1301,sad,I-PER
1302,status,B-PER
1303,Shame,I-PER
1304,teamI,B-PER
1305,Alberta,I-PER
1306,Nice,B-ORG
1307,work,I-ORG
1308,Billy,I-ORG
1309,meager,B-PER
1310,save,I-PER
1311,Lets,B-ORG
1312,keep,I-ORG
1313,simple,I-ORG
1314,MUCH,I-ORG
1315,SPENDING,I-ORG
1316,Canada,B-LOC
1317,English,B-PER
1318,Quebec,I-PER
1319,English,B-PER
1320,French,I-PER
1321,increase,B-PER
1322,Globe,I-PER
1323,Vivement,B-LOC
1324,pay,I-LOC
1325,Qubec,I-LOC
1326,Devoir,B-ORG
1327,post,I-ORG
1328,English,I-ORG
1329,ignore,B-ORG
1330,Theyve,I-ORG
1331,earn,I-ORG
1332,Canada,B-LOC
1333,sad,I-LOC
1334,Ottawa,B-LOC
1335,London,I-LOC
1336,Thanks,B-PER
1337,Pauline,I-PER
1338,Mandarin,B-PER
1339,Spanish,I-PER
1340,work,B-ORG
1341,North,I-ORG
1342,Koreans,I-ORG
1343,laugh,B-ORG
1344,loud,I-ORG
1345,Thanks,I-ORG
1346,deal,B-PER
1347,Parliament,I-PER
1348,Jim,B-ORG
1349,Flaherty,I-ORG
1350,Disgusting,I-ORG
1351,MPs,B-PER
1352,muzzle,I-PER
1353,Wente,B-PER
1354,ways,I-PER
1355,state,B-PER
1356,Bikerman,I-PER
1357,anywayproblem,B-PER
1358,solve,I-PER
1359,CPC,B-LOC
1360,rank,I-LOC
1361,sex,B-PER
1362,selection,I-PER
1363,Stanley,B-PER
1364,Cup,I-PER
1365,Cherry,B-PER
1366,rant,I-PER
1367,Con,B-LOC
1368,Politburo,I-LOC
1369,dontThat,B-PER
1370,simple,I-PER
1371,Harper,B-PER
1372,Government,I-PER
1373,dark,B-PER
1374,age,I-PER
1375,Thx,B-LOC
1376,Margaret,I-LOC
1377,United,B-PER
1378,States,I-PER
1379,Canada,B-PER
1380,year,I-PER
1381,Justin,B-PER
1382,Bieber,I-PER
1383,listen,B-PER
1384,Margaret,I-PER
1385,Margaret,B-LOC
1386,SARC,I-LOC
1387,John,B-PER
1388,Stackhouse,I-PER
1389,Calgary,B-LOC
1390,Toronto,I-LOC
1391,Montreal,I-LOC
1392,shoot,B-PER
1393,Harper,I-PER
1394,Quit,B-LOC
1395,options,I-LOC
1396,Michel,B-LOC
1397,Bencini,I-LOC
1398,buy,B-PER
1399,Mazeratti,I-PER
1400,Fiblerals,B-LOC
1401,azz,I-LOC
1402,snooze,B-PER
1403,lose,I-PER
1404,tax,B-PER
1405,pay,I-PER
1406,HST,B-LOC
1407,less,B-PER
1408,tax,I-PER
1409,sale,B-ORG
1410,taxation,I-ORG
1411,system,I-ORG
1412,HOWS,B-PER
1413,WORKING,I-PER
1414,similar,B-PER
1415,issue,I-PER
1416,implement,B-PER
1417,Ontario,I-PER
1418,tax,B-PER
1419,iPods,I-PER
1420,lose,B-PER
1421,deal,I-PER
1422,Read,B-ORG
1423,Big,I-ORG
1424,Move,I-ORG
1425,easy,B-ORG
1426,adult,I-ORG
1427,steal,I-ORG
1428,money,I-ORG
1429,Fresh,B-ORG
1430,stuff,I-ORG
1431,plan,I-ORG
1432,Union,B-PER
1433,line,I-PER
1434,Toronto,B-ORG
1435,name,I-ORG
1436,Ford,I-ORG
1437,Tories,B-LOC
1438,solve,I-LOC
1439,Greece,B-PER
1440,situation,I-PER
1441,Harper,B-LOC
1442,Corporate,B-PER
1443,Welfare,I-PER
1444,Unless,B-PER
1445,American,I-PER
1446,sign,B-PER
1447,Stephen,I-PER
1448,Capitalism,B-LOC
1449,USA,I-LOC
1450,Cuba,B-ORG
1451,USA,I-ORG
1452,Sona,B-LOC
1453,scandal,I-LOC
1454,Liberals,B-PER
1455,NDPers,I-PER
1456,doubt,B-PER
1457,Cons,I-PER
1458,Walrus,B-ORG
1459,interest,I-ORG
1460,Thanks,I-ORG
1461,modern,B-PER
1462,lose,I-PER
1463,True,B-ORG
1464,enjoy,I-ORG
1465,Social,B-PER
1466,Capitalism,I-PER
1467,Marx,B-ORG
1468,Jesus,I-ORG
1469,work,B-PER
1470,Aliens,I-PER
1471,way,B-PER
1472,late,I-PER
1473,Ibbitson,B-PER
1474,Wente,I-PER
1475,Tabernack,B-ORG
1476,mean,I-ORG
1477,Holy,I-ORG
1478,crap,I-ORG
1479,English,I-ORG
1480,NDP,B-LOC
1481,Sounds,B-PER
1482,good,I-PER
1483,style,B-PER
1484,West,I-PER
1485,John,B-LOC
1486,CRIME,B-ORG
1487,TIME,I-ORG
1488,DISCRIMINATION,I-ORG
1489,jail,B-PER
1490,Ive,I-PER
1491,Harper,B-PER
1492,ConsFAIL,I-PER
1493,meaningful,B-PER
1494,way,I-PER
1495,Conrad,B-PER
1496,Black,I-PER
1497,double,B-PER
1498,Booyah,I-PER
1499,Thanks,B-MISC
1500,itPaula,B-PER
1501,Mallea,I-PER
1502,laws,B-PER
1503,jail,I-PER
1504,mess,B-PER
1505,base,I-PER
1506,like,B-PER
1507,Canadians,I-PER
1508,Cait,B-ORG
1509,Beattie,I-ORG
1510,Exactly,I-ORG
1511,easy,B-PER
1512,Nations,I-PER
1513,Popsiqs,B-PER
1514,satire,I-PER
1515,Liberal,B-ORG
1516,propaganda,I-ORG
1517,actGeorge,B-PER
1518,Orwell,I-PER
1519,staff,B-PER
1520,Christmas,I-PER
1521,money,B-PER
1522,Yay,I-PER
1523,Caveat,B-ORG
1524,Emptor,I-ORG
1525,SHILLvain,B-ORG
1526,Charlebois,I-ORG
1527,lose,B-PER
1528,WW,I-PER
1529,Moving,B-PER
1530,along,I-PER
1531,Gulf,B-PER
1532,Mexico,I-PER
1533,Bitumen,B-LOC
1534,Greenpeace,B-LOC
1535,task,I-LOC
1536,Globe,B-PER
1537,Mail,I-PER
1538,Thanks,B-ORG
1539,shallow,I-ORG
1540,Ottawa,B-PER
1541,Alberta,I-PER
1542,read,B-PER
1543,ROB,I-PER
1544,Big,B-PER
1545,Oil,I-PER
1546,Crappy,B-PER
1547,Tire,I-PER
1548,money,B-PER
1549,sand,I-PER
1550,slow,B-PER
1551,motion,I-PER
1552,Change,B-PER
1553,DENIERS,I-PER
1554,Simply,B-PER
1555,talk,I-PER
1556,Bay,B-ORG
1557,Fundy,I-ORG
1558,Washington,I-ORG
1559,save,B-PER
1560,oil,I-PER
1561,Good,B-LOC
1562,Raheel,B-ORG
1563,Raza,I-ORG
1564,Peter,I-ORG
1565,Stockline,I-ORG
1566,Carl,B-LOC
1567,Hans,I-LOC
1568,Conservative,B-LOC
1569,Party,I-LOC
1570,History,B-ORG
1571,Channel,I-ORG
1572,Wednesdays,I-ORG
1573,eye,B-PER
1574,Hello,I-PER
1575,Yasser,B-LOC
1576,Arafat,I-LOC
1577,TVs,B-LOC
1578,yuck,I-LOC
1579,Saunders,B-MISC
1580,Stalins,B-LOC
1581,idea,I-LOC
1582,aim,B-PER
1583,assimilation,I-PER
1584,apply,B-PER
1585,Quebec,I-PER
1586,exist,B-PER
1587,Qubec,I-PER
1588,Quebec,B-PER
1589,wake,I-PER
1590,Carp,B-LOC
1591,Diem,I-LOC
1592,ways,B-PER
1593,ROC,I-PER
1594,job,B-PER
1595,Ottawa,I-PER
1596,Denial,B-ORG
1597,French,I-ORG
1598,dni,I-ORG
1599,BTW,I-ORG
1600,simply,B-PER
1601,end,I-PER
1602,English,B-LOC
1603,media,I-LOC
1604,Toronto,B-LOC
1605,Vancouver,I-LOC
1606,Richard,B-LOC
1607,Bain,I-LOC
1608,spell,B-PER
1609,test,I-PER
1610,French,B-LOC
1611,Canadians,I-LOC
1612,Montreal,B-LOC
1613,ASSIMILIMATION,B-LOC
1614,Bad,I-LOC
1615,learn,B-PER
1616,French,I-PER
1617,moon,B-PER
1618,LOL,I-PER
1619,many,B-PER
1620,level,I-PER
1621,French,B-ORG
1622,Spanish,I-ORG
1623,French,I-ORG
1624,slam,B-PER
1625,French,I-PER
1626,Guard,B-PER
1627,Thee,I-PER
1628,kid,B-MISC
1629,JapaneseEnglish,I-MISC
1630,speakers,I-MISC
1631,like,B-PER
1632,Graham,I-PER
1633,Shes,B-LOC
1634,woman,I-LOC
1635,man,B-PER
1636,age,I-PER
1637,marry,I-PER
1638,Wentes,B-PER
1639,POV,I-PER
1640,Maggie,B-LOC
1641,grasp,I-LOC
1642,Yay,B-LOC
1643,men,I-LOC
1644,Ahh,B-LOC
1645,man,I-LOC
1646,Queens,B-PER
1647,Park,I-PER
1648,Princetons,B-ORG
1649,Ontario,I-ORG
1650,Dang,I-ORG
1651,POV,B-LOC
1652,methinks,I-LOC
1653,comparison,B-PER
1654,Hitler,I-PER
1655,Godwins,B-PER
1656,Law,I-PER
1657,House,B-PER
1658,Painter,I-PER
1659,Honey,B-PER
1660,young,I-PER
1661,Trisha,B-ORG
1662,play,I-ORG
1663,wellRight,I-ORG
1664,Greek,B-PER
1665,gods,I-PER
1666,DixieGirl,B-ORG
1667,alone,I-ORG
1668,totally,I-ORG
1669,Uzbekistan,B-MISC
1670,youve,B-PER
1671,mistake,I-PER
1672,safe,B-PER
1673,man,I-PER
1674,men,B-PER
1675,Sheesh,I-PER
1676,Gnight,B-PER
1677,sir,I-PER
1678,men,B-PER
1679,Princeton,I-PER
1680,Flawless,B-LOC
1681,LOL,I-LOC
1682,late,B-ORG
1683,Wente,I-ORG
1684,April,I-ORG
1685,Monday,I-ORG
1686,woman,B-PER
1687,Garmin,I-PER
1688,PARTNERS,B-LOC
1689,age,I-LOC
1690,EQUAL,B-ORG
1691,agree,B-PER
1692,Margaret,I-PER
1693,sag,B-PER
1694,droop,I-PER
1695,Common,B-ORG
1696,sense,I-ORG
1697,Wow,I-ORG
1698,Nazi,B-PER
1699,Germany,I-PER
1700,God,B-PER
1701,Led,B-ORG
1702,youve,I-ORG
1703,pass,I-ORG
1704,sour,B-PER
1705,spot,I-PER
1706,Reform,B-PER
1707,Party,I-PER
1708,shes,B-PER
1709,Ottawa,I-PER
1710,work,B-PER
1711,Liberals,I-PER
1712,Red,B-LOC
1713,Book,I-LOC
1714,Happy,B-PER
1715,Place,I-PER
1716,Elections,B-ORG
1717,Canada,I-ORG
1718,Says,B-LOC
1719,lot,I-LOC
1720,PMO,B-LOC
1721,troll,I-LOC
1722,sand,B-PER
1723,Alberta,I-PER
1724,software,B-PER
1725,Worth,I-PER
1726,Worked,B-PER
1727,Klein,I-PER
1728,love,B-PER
1729,Mom,I-PER
1730,send,B-PER
1731,year,I-PER
1732,Conservatives,B-LOC
1733,Moms,I-LOC
1734,sadden,B-PER
1735,sir,I-PER
1736,Liberal,B-LOC
1737,depend,I-LOC
1738,Globe,B-LOC
1739,Mail,I-LOC
1740,Simple,B-LOC
1741,Crazy,B-ORG
1742,CHEAP,I-ORG
1743,god,B-PER
1744,insane,I-PER
1745,Marx,B-PER
1746,Brothers,I-PER
1747,Rob,B-LOC
1748,Ford,I-LOC
1749,mourn,B-PER
1750,alone,I-PER
1751,King,B-PER
1752,Car,I-PER
1753,Hells,B-PER
1754,Gate,I-PER
1755,RIP,B-LOC
1756,Globe,B-ORG
1757,Editorial,I-ORG
1758,TakeFirst,I-ORG
1759,Margaret,B-PER
1760,Thatcher,I-PER
1761,Greece,B-PER
1762,Cyprus,I-PER
1763,old,B-PER
1764,Raygun,I-PER
1765,legacy,B-PER
1766,Thatcher,I-PER
1767,today,B-PER
1768,Canada,I-PER
1769,Europe,B-LOC
1770,Senora,B-ORG
1771,Pinochet,I-ORG
1772,saint,I-ORG
1773,lose,B-ORG
1774,ideological,I-ORG
1775,ally,I-ORG
1776,Thatcherism,B-ORG
1777,work,I-ORG
1778,Marxism,I-ORG
1779,North,B-ORG
1780,Korea,I-ORG
1781,Cuba,I-ORG
1782,Gods,B-PER
1783,sake,I-PER
1784,Sun,B-LOC
1785,name,I-LOC
1786,Cue,B-PER
1787,spamcons,I-PER
1788,leader,B-PER
1789,mess,I-PER
1790,GOVERNMENT,B-PER
1791,PEOPLE,I-PER
1792,Augusto,B-PER
1793,Pinochet,I-PER
1794,many,B-PER
1795,Britons,I-PER
1796,DieterHHThe,B-ORG
1797,Petrosheikhs,I-ORG
1798,Mrs,B-PER
1799,Thatcher,I-PER
1800,Peace,B-PER
1801,Thatcher,I-PER
1802,Thatcher,B-PER
1803,Reagan,I-PER
1804,Margaret,B-PER
1805,Thatcher,I-PER
1806,booksSo,B-LOC
1807,Mussolini,I-LOC
1808,North,B-PER
1809,CHARM,B-ORG
1810,kid,I-ORG
1811,knowitalls,B-PER
1812,Hmmm,I-PER
1813,Northern,B-PER
1814,Australia,I-PER
1815,task,B-PER
1816,yearold,I-PER
1817,technical,B-PER
1818,skills,I-PER
1819,Thank,B-ORG
1820,Margaret,I-ORG
1821,Hindu,B-PER
1822,Madressah,I-PER
1823,Lets,B-PER
1824,move,I-PER
1825,Maggie,I-PER
1826,BAs,B-ORG
1827,trip,B-PER
1828,Europe,I-PER
1829,marketable,B-PER
1830,skills,I-PER
1831,lot,B-PER
1832,Cinch,I-PER
1833,Time,B-ORG
1834,move,I-ORG
1835,India,I-ORG
1836,study,B-PER
1837,Disingenuous,I-PER
1838,days,B-PER
1839,Josh,I-PER
1840,Thyrm,B-ORG
1841,son,I-ORG
1842,smart,I-ORG
1843,work,B-PER
1844,Trudeau,I-PER
1845,Engineering,B-PER
1846,mess,I-PER
1847,MBA,B-LOC
1848,BSW,B-PER
1849,MSW,I-PER
1850,Welcome,B-PER
1851,Globalization,I-PER
1852,Volvo,B-ORG
1853,Toyota,I-ORG
1854,China,I-ORG
1855,dog,B-PER
1856,Steve,I-PER
1857,torture,B-PER
1858,Afghanistan,I-PER
1859,appointment,B-ORG
1860,mailSteve,I-ORG
1861,name,B-PER
1862,God,I-PER
1863,Trudeau,B-LOC
1864,misery,I-LOC
1865,small,B-PER
1866,man,I-PER
1867,Whats,B-PER
1868,slip,I-PER
1869,heavens,B-PER
1870,sake,I-PER
1871,Stay,B-ORG
1872,goGo,I-ORG
1873,Trudeau,B-ORG
1874,Mulcair,I-ORG
1875,hamAnyone,I-ORG
1876,Harper,I-ORG
1877,remember,B-PER
1878,Good,I-PER
1879,Kim,B-PER
1880,Campbell,I-PER
1881,Monkey,B-ORG
1882,talk,I-ORG
1883,past,I-ORG
1884,good,B-PER
1885,Conservatives,I-PER
1886,target,B-PER
1887,Harper,I-PER
1888,Liberal,B-ORG
1889,Tory,I-ORG
1890,old,I-ORG
1891,story,I-ORG
1892,promotionThomas,B-PER
1893,Mulcair,I-PER
1894,way,B-PER
1895,West,I-PER
1896,PBO,B-LOC
1897,songLittle,B-ORG
1898,Little,I-ORG
1899,apt,I-ORG
1900,Lawrence,B-LOC
1901,dream,I-LOC
1902,Con,B-PER
1903,way,I-PER
1904,turnThomas,B-ORG
1905,Mulcair,I-ORG
1906,next,B-ORG
1907,Kim,I-ORG
1908,Campbell,I-ORG
1909,Five,B-PER
1910,Five,I-PER
1911,talk,B-PER
1912,Chretien,I-PER
1913,system,B-PER
1914,LMAO,I-PER
1915,Truthfulness,B-ORG
1916,lose,I-ORG
1917,Cons,I-ORG
1918,Kim,B-PER
1919,Campbell,I-PER
1920,Cmon,B-ORG
1921,Stevie,I-ORG
1922,moon,B-ORG
1923,howler,I-ORG
1924,Precisely,I-ORG
1925,Moon,B-ORG
1926,spell,I-ORG
1927,Canadas,B-PER
1928,expense,I-PER
1929,Village,B-ORG
1930,idiot,I-ORG
1931,Toronto,I-ORG
1932,Conservative,B-LOC
1933,party,I-LOC
1934,Japan,B-PER
1935,Korea,I-PER
1936,SHAME,B-LOC
1937,PMO,B-LOC
1938,Foreign,I-LOC
1939,Workers,I-LOC
1940,RBC,B-LOC
1941,Harpers,B-PER
1942,Canada,I-PER
1943,Doug,B-PER
1944,Ford,I-PER
1945,Ive,B-PER
1946,Hudak,I-PER
1947,Country,B-LOC
1948,deep,B-PER
1949,holeNEXT,I-PER
1950,RIP,B-PER
1951,Maggie,I-PER
1952,Margaret,B-ORG
1953,Thatcher,I-ORG
1954,Ontario,I-ORG
1955,sense,B-PER
1956,Nice,I-PER
1957,Galloway,B-PER
1958,Mrs,I-PER
1959,luckyCheers,B-LOC
1960,AIDS,B-ORG
1961,like,I-ORG
1962,Jacko,I-ORG
1963,USSR,B-LOC
1964,LESS,B-LOC
1965,Margaret,B-PER
1966,Thatcher,I-PER
1967,Canadian,B-LOC
1968,taxpayer,I-LOC
1969,Great,B-ORG
1970,post,I-ORG
1971,XRay,B-LOC
1972,analysis,I-LOC
1973,interest,B-PER
1974,Fools,I-PER
1975,true,B-ORG
1976,Harper,I-ORG
1977,land,I-ORG
1978,skills,B-PER
1979,move,I-PER
1980,English,B-LOC
1981,language,I-LOC
1982,Like,B-ORG
1983,Mining,I-ORG
1984,Canadian,B-PER
1985,taxpayer,I-PER
1986,good,B-PER
1987,idea,I-PER
1988,next,B-PER
1989,seat,I-PER
1990,Phat,B-PER
1991,Air,I-PER
1992,Shame,B-ORG
1993,fatties,I-ORG
1994,SHAME,I-ORG
1995,Travelling,B-ORG
1996,air,I-ORG
1997,explain,I-ORG
1998,pay,B-PER
1999,less,I-PER
2000,shame,B-PER
2001,save,I-PER
2002,Geeze,B-LOC
2003,Gonna,B-PER
2004,Happen,I-PER
2005,mass,B-PER
2006,mass,I-PER
2007,USA,B-ORG
2008,picture,B-PER
2009,Taft,I-PER
2010,okay,B-PER
2011,slim,I-PER
2012,andor,B-PER
2013,lazy,I-PER
2014,Theyre,B-LOC
2015,Tims,I-LOC
2016,McCrapolds,I-LOC
2017,smarter,B-PER
2018,eat,I-PER
2019,Leftist,B-PER
2020,Elitists,I-PER
2021,Spot,B-ORG
2022,mate,I-ORG
2023,Fighting,B-PER
2024,Hahahahahaha,I-PER
2025,spill,B-PER
2026,seat,I-PER
2027,old,B-PER
2028,learn,I-PER
2029,size,B-PER
2030,shoe,I-PER
2031,seat,B-PER
2032,pay,I-PER
2033,skew,B-PER
2034,Fat,I-PER
2035,Grow,B-PER
2036,Deal,I-PER
2037,Martin,B-PER
2038,Harper,I-PER
2039,Thank,B-LOC
2040,lord,I-LOC
2041,Teaching,B-ORG
2042,Harvard,I-ORG
2043,Harper,B-LOC
2044,Justin,B-PER
2045,Canada,I-PER
2046,Interesting,B-PER
2047,time,I-PER
2048,Liberal,B-PER
2049,Party,I-PER
2050,old,B-PER
2051,toy,I-PER
2052,Jack,B-PER
2053,Layton,I-PER
2054,talk,B-PER
2055,Justin,I-PER
2056,Kelly,B-ORG
2057,KYou,I-ORG
2058,answer,I-ORG
2059,Baby,B-LOC
2060,Pet,I-LOC
2061,sleazy,B-LOC
2062,attack,I-LOC
2063,Stephen,B-PER
2064,Harper,I-PER
2065,Chinese,B-LOC
2066,AngloCanadian,I-LOC
2067,Canadian,B-PER
2068,value,I-PER
2069,Damm,B-PER
2070,stupid,I-PER
2071,Unemployed,B-PER
2072,Canada,I-PER
2073,gas,B-PER
2074,way,I-PER
2075,xenophobe,B-PER
2076,ROC,I-PER
2077,HARPER,B-LOC
2078,Ploy,I-LOC
2079,way,B-PER
2080,sell,I-PER
2081,Good,B-ORG
2082,column,I-ORG
2083,Gary,I-ORG
2084,next,B-ORG
2085,Christy,I-ORG
2086,leak,I-ORG
2087,soon,I-ORG
2088,Weird,B-ORG
2089,Indians,I-ORG
2090,Metis,I-ORG
2091,majority,B-PER
2092,Americans,I-PER
2093,agree,B-PER
2094,Stockman,I-PER
2095,tire,B-PER
2096,kill,I-PER
2097,AHs,B-LOC
2098,side,B-PER
2099,Chicago,I-PER
2100,VOTERS,B-LOC
2101,WAKE,I-LOC
2102,Google,B-PER
2103,Voyaguer,I-PER
2104,Baby,B-PER
2105,FRACK,I-PER
2106,Clean,B-LOC
2107,mess,I-LOC
2108,Discuss,B-MISC
2109,Great,B-PER
2110,Misled,I-PER
2111,kill,B-PER
2112,Ark,I-PER
2113,wish,B-PER
2114,stalker,I-PER
2115,Ill,B-ORG
2116,send,I-ORG
2117,Lieberals,B-LOC
2118,million,B-PER
2119,steal,I-PER
2120,much,B-PER
2121,many,I-PER
2122,Socreds,B-PER
2123,ilk,I-PER
2124,yada,B-PER
2125,yada,I-PER
2126,Lieberals,B-LOC
2127,Ontario,B-ORG
2128,Liberals,I-ORG
2129,Liberals,I-ORG
2130,Las,B-PER
2131,Vegas,I-PER
2132,plank,B-PER
2133,ungrammaticCheers,I-PER
2134,vociferous,B-PER
2135,Casinos,I-PER
2136,Youd,B-ORG
2137,multicultural,I-ORG
2138,Torontians,I-ORG
2139,Margaret,B-PER
2140,Wente,I-PER
2141,Finns,B-PER
2142,Americans,I-PER
2143,Agree,B-ORG
2144,Swan,I-ORG
2145,Ban,B-PER
2146,alcohol,I-PER
2147,casinosLondonSydneyMelbourneLos,B-PER
2148,AngelesMoscowMontrealParis,I-PER
2149,Margaret,B-PER
2150,Wente,I-PER
2151,Las,B-PER
2152,Vegas,I-PER
2153,North,B-ORG
2154,America,I-ORG
2155,Agree,B-ORG
2156,Trono,I-ORG
2157,days,B-PER
2158,Toronto,I-PER
2159,Baby,B-PER
2160,step,I-PER
2161,Norm,B-ORG
2162,Ontario,I-ORG
2163,post,I-ORG
2164,Online,I-ORG
2165,like,B-PER
2166,Picard,I-PER
2167,LETS,B-ORG
2168,ClearYOU,I-ORG
2169,MORON,I-ORG
2170,Thanks,B-PER
2171,David,I-PER
2172,tofrom,B-PER
2173,Pearson,I-PER
2174,Billy,B-PER
2175,Bishop,I-PER
2176,airport,B-PER
2177,Gardiner,I-PER
2178,easy,B-PER
2179,Bay,I-PER
2180,sail,B-LOC
2181,vessels,I-LOC
2182,Billy,B-PER
2183,Bishop,I-PER
2184,stay,B-PER
2185,way,I-PER
2186,airport,B-PER
2187,Pickering,I-PER
2188,Wards,B-PER
2189,Island,I-PER
2190,Liberal,B-PER
2191,Government,I-PER
2192,ideas,B-PER
2193,mix,I-PER
2194,beginCant,B-LOC
2195,soon,I-LOC
2196,time,B-PER
2197,PENSIONS,I-PER
2198,liars,B-PER
2199,Liberals,I-PER
2200,Bountiful,B-PER
2201,jail,I-PER
2202,airports,B-PER
2203,Lets,I-PER
2204,Toronto,B-PER
2205,like,I-PER
2206,Wikileaks,B-LOC
2207,Patricia,B-LOC
2208,Forsdyke,I-LOC
2209,Amazing,B-ORG
2210,agree,I-ORG
2211,Jeffrey,I-ORG
2212,mental,B-PER
2213,illness,I-PER
2214,pant,B-PER
2215,load,I-PER
2216,Thank,B-ORG
2217,God,I-ORG
2218,Harper,I-ORG
2219,Bought,B-LOC
2220,sell,I-LOC
2221,Google,B-PER
2222,Spirit,I-PER
2223,Level,I-PER
2224,Amanda,B-PER
2225,CANADIAN,I-PER
2226,Annual,B-LOC
2227,Conference,I-LOC
2228,IGate,B-PER
2229,IBM,I-PER
2230,Florida,B-ORG
2231,like,I-ORG
2232,sell,I-ORG
2233,West,B-PER
2234,Victoria,I-PER
2235,way,B-PER
2236,Lang,I-PER
2237,Amanda,B-LOC
2238,Lang,I-LOC
2239,Boycott,B-ORG
2240,CBC,I-ORG
2241,Capitalism,B-PER
2242,suppose,I-PER
2243,sure,B-PER
2244,keep,I-PER
2245,Japan,B-ORG
2246,Korea,I-ORG
2247,DNA,B-ORG
2248,Canadian,B-LOC
2249,time,I-LOC
2250,Harvard,B-LOC
2251,George,B-PER
2252,IvanoffTo,I-PER
2253,sad,B-ORG
2254,sell,I-ORG
2255,soul,I-ORG
2256,job,B-PER
2257,LOL,I-PER
2258,doubt,B-ORG
2259,MBA,I-ORG
2260,textbooks,I-ORG
2261,Amanda,B-PER
2262,FAIL,I-PER
2263,Delhi,B-PER
2264,Bangalore,I-PER
2265,Amanda,B-ORG
2266,idea,I-ORG
2267,talk,I-ORG
2268,deal,B-PER
2269,extent,I-PER
2270,Buy,B-LOC
2271,Canadian,I-LOC
2272,idea,B-PER
2273,talk,I-PER
2274,Amanda,B-PER
2275,Lang,I-PER
2276,Amanda,B-PER
2277,Lang,I-PER
2278,job,B-PER
2279,Canada,I-PER
2280,Disgusted,B-PER
2281,Toronto,I-PER
2282,Sellout,B-LOC
2283,shill,I-LOC
2284,Whos,B-PER
2285,steve,I-PER
2286,Roman,B-PER
2287,Empire,I-PER
2288,joke,B-PER
2289,ROTFL,I-PER
2290,Art,B-ORG
2291,Told,I-ORG
2292,Saigon,B-PER
2293,thin,B-PER
2294,Iran,I-PER
2295,Fair,B-PER
2296,Square,I-PER
2297,Dats,B-LOC
2298,FAIR,I-LOC
2299,China,B-LOC
2300,guess,I-LOC
2301,Uncle,B-LOC
2302,Sam,I-LOC
2303,South,B-LOC
2304,Korea,I-LOC
2305,untrustworthy,B-PER
2306,Romulans,I-PER
2307,money,B-PER
2308,months,I-PER
2309,University,B-PER
2310,Guelph,I-PER
2311,next,B-PER
2312,Europe,I-PER
2313,Canadian,B-LOC
2314,wag,I-LOC
2315,American,B-PER
2316,Dream,I-PER
2317,Happy,B-LOC
2318,China,B-PER
2319,Mute,I-PER
2320,Bellingham,B-LOC
2321,time,I-LOC
2322,Canada,B-PER
2323,Islamists,I-PER
2324,ill,B-PER
2325,gain,I-PER
2326,worksJust,B-LOC
2327,ENLIGHTENING,I-LOC
2328,RBC,B-ORG
2329,systems,I-ORG
2330,Canada,B-ORG
2331,Canadians,I-ORG
2332,CANADIANS,B-LOC
2333,Math,B-PER
2334,Logic,I-PER
2335,Furthermore,B-LOC
2336,Canadians,I-LOC
2337,Canada,I-LOC
2338,postWWII,B-LOC
2339,DPsBaloney,I-LOC
2340,earth,B-PER
2341,talk,I-PER
2342,lazy,B-PER
2343,suppose,I-PER
2344,Doug,B-ORG
2345,Saunders,I-ORG
2346,Lets,B-PER
2347,job,B-PER
